Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,wOBA,wRC,wRAA,G,P,PA,AB,BA,OBP,SLG,OPS,ISO,K%,BB%,K/BB,HR%,R/G,AB/HR,BABIP,OutRate,WOBA,SB%,wRC_per_PA,wRC_plus
2089,1276277221,M. Cash,Matthew Cash,Cash,Matthew,3B,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,L,R,0.342,24.024,3.0,51,710,168,131,0.237,0.366,0.405,0.77,0.168,14.9%,13.7%,1.09,3.0%,0.51,26.20,0.248,75.2%,0.342,100.0%,0.14300000000000002,12.804176673577427
2089,1253867219,M. Little,Mo Little,Little,Mo,3B,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,R,R,0.347,23.399499999999996,3.5,43,595,159,131,0.237,0.358,0.427,0.786,0.191,23.9%,12.6%,1.9,4.4%,0.56,18.71,0.273,69.3%,0.347,100.0%,0.14716666666666664,13.219720249498362
2092,1260432896,B. Duroff,Brian Duroff,Duroff,Brian,LF,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,R,R,0.331,27.569666666666667,1.8,51,713,206,186,0.237,0.301,0.478,0.779,0.242,18.0%,6.8%,2.64,4.4%,0.55,20.67,0.246,72.5%,0.331,100.0%,0.13383333333333333,11.892248795630135
2093,1297587968,J. West,Jaxson West,West,Jaxson,C,Florida State University,FSU,101,Florida State,BBC,L,R,0.316,22.810666666666663,-0.5,46,697,188,148,0.236,0.37,0.311,0.68,0.074,8.5%,16.0%,0.53,1.1%,0.57,74.00,0.248,73.7%,0.316,100.0%,0.12133333333333331,10.752504941054635
2094,1093805824,W. Patchett,Wyatt Patchett,Patchett,Wyatt,RF,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,0.321,22.9665,0.1,45,596,183,165,0.236,0.304,0.43,0.734,0.194,26.2%,3.3%,8.0,4.4%,0.67,20.63,0.284,66.1%,0.321,100.0%,0.1255,11.073107196606315
2094,1158452736,M. Miceli,Matt Miceli,Miceli,Matt,SS,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,0.303,22.099999999999994,-2.8,52,705,200,165,0.236,0.349,0.303,0.652,0.067,9.5%,11.0%,0.86,0.5%,0.48,165.00,0.26,71.9%,0.303,83.3%,0.11049999999999997,9.618462387863143
2094,1969246323,B. Shannon,Brady Shannon,Shannon,Brady,1B,Youngstown State University,YSU,730284544,Youngstown State,BBC,R,R,0.351,28.895999999999994,4.7,47,801,192,165,0.236,0.344,0.461,0.804,0.224,35.9%,13.0%,2.76,5.2%,0.64,16.50,0.337,64.0%,0.351,73.3%,0.15049999999999997,13.46637905452981
2097,1220599040,S. McDuffie,Shamaar McDuffie,McDuffie,Shamaar,SS,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,0.292,23.407999999999994,-5.2,58,848,231,182,0.236,0.359,0.247,0.606,0.011,15.6%,12.6%,1.24,0.0%,0.48,-,0.291,70.3%,0.292,100.0%,0.1013333333333333,8.767380136780893
2097,1100794880,P. DAmico,Pat DAmico,DAmico,Pat,1B,Bryant University,BRY,730266880,Bryant,BBC,R,R,0.36,34.443999999999996,7.0,48,817,218,182,0.236,0.349,0.489,0.838,0.253,16.5%,12.4%,1.33,5.0%,0.71,16.55,0.232,72.5%,0.36,0.0%,0.15799999999999997,14.229471562175073
2099,1263953664,T. Peters,Tyler Peters,Peters,Tyler,LF,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,0.28,14.156666666666666,-5.0,45,606,155,127,0.236,0.333,0.268,0.601,0.031,23.9%,12.9%,1.85,0.0%,0.27,-,0.323,65.6%,0.28,60.0%,0.09133333333333334,7.792655936250241
2099,1122462464,B. Gumpf,Brady Gumpf,Gumpf,Brady,RF,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,0.306,16.497999999999998,-1.7,46,572,146,127,0.236,0.31,0.386,0.696,0.15,24.0%,8.2%,2.92,3.4%,0.54,25.40,0.278,70.0%,0.306,100.0%,0.11299999999999999,9.854078826219308
2099,1237015296,K. Krowka,Karson Krowka,Krowka,Karson,3B,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,0.312,18.761999999999997,-1.0,47,497,159,127,0.236,0.365,0.307,0.672,0.071,8.2%,9.4%,0.87,0.0%,0.51,-,0.259,71.6%,0.312,83.3%,0.11799999999999998,10.389531570253082
2099,1170236416,W. Henson,Will Henson,Henson,Will,LF,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,0.361,25.254499999999993,5.2,39,594,159,127,0.236,0.382,0.417,0.799,0.181,20.1%,9.4%,2.13,3.8%,0.59,21.17,0.27,70.8%,0.361,57.1%,0.1588333333333333,14.288902639435468
2103,1211099136,C. Saum,Charlie Saum,Saum,Charlie,C,Stanford University,STAN,730251264,Stanford,BBC,R,R,0.321,21.7115,0.1,43,649,173,144,0.236,0.345,0.368,0.713,0.132,26.0%,11.6%,2.25,2.3%,0.56,36.00,0.309,66.0%,0.321,-,0.1255,11.076265856071236
2103,1279285504,L. Walton,Luke Walton,Walton,Luke,LF,University of Toledo,TOL,5388,Toledo,BBC,L,L,0.343,38.25966666666667,4.8,61,1044,266,216,0.236,0.361,0.412,0.773,0.176,17.7%,13.5%,1.31,3.4%,0.51,24.00,0.255,73.9%,0.343,-,0.14383333333333334,12.822973666058635
2105,1162496768,C. Shapiro,Caden Shapiro,Shapiro,Caden,LF,Princeton University,PRIN,730198784,Princeton,BBC,L,L,0.343,28.191333333333336,3.6,43,789,196,161,0.236,0.372,0.385,0.758,0.149,21.4%,15.3%,1.4,3.1%,0.58,26.83,0.283,71.7%,0.343,75.0%,0.14383333333333334,12.855197081740693
2105,1310534656,J. Koonin,Jake Koonin,Koonin,Jake,2B,Princeton University,PRIN,730198784,Princeton,BBC,R,R,0.371,33.43333333333333,8.2,43,745,200,161,0.236,0.385,0.46,0.845,0.224,20.5%,14.5%,1.41,4.0%,0.7,20.13,0.268,72.3%,0.371,90.9%,0.16716666666666666,15.11846238786314
2105,1224669696,N. Brooks,Noah Brooks,Brooks,Noah,1B,Siena College,SIE,730382592,Siena,BBC,R,R,0.318,22.754999999999995,-0.3,45,639,185,161,0.236,0.332,0.379,0.71,0.143,21.1%,7.6%,2.79,1.6%,0.44,53.67,0.294,68.1%,0.318,100.0%,0.12299999999999997,10.85630022570098
2105,1893896015,A. Ritzer,Alex Ritzer,Ritzer,Alex,2B,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,L,R,0.308,22.015999999999995,-1.9,47,734,192,161,0.236,0.342,0.335,0.678,0.099,17.7%,13.5%,1.31,1.6%,0.66,53.67,0.278,71.4%,0.308,66.7%,0.11466666666666664,10.028879054529812
2109,1336562432,N. Senese,Nico Senese,Senese,Nico,3B,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,0.301,29.27616666666666,-4.1,59,998,269,229,0.236,0.322,0.349,0.671,0.114,12.6%,9.3%,1.36,1.1%,0.59,76.33,0.263,71.6%,0.301,0.0%,0.10883333333333331,9.49429881908991
2110,1364051932,R. Billingsley,Ryker Billingsley,Billingsley,Ryker,CF,University of North Alabama,UNA,730266624,North Alabama,BBC,L,L,0.314,20.34333333333333,-0.8,40,598,170,140,0.236,0.353,0.329,0.682,0.093,18.8%,12.4%,1.52,1.8%,0.65,46.67,0.283,70.8%,0.314,80.0%,0.11966666666666664,10.547874152569028
2111,1327605561,J. Jimenez,Julian Jimenez,Jimenez,Julian,CF,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,L,R,0.349,28.575999999999993,4.4,43,587,192,157,0.236,0.362,0.427,0.788,0.191,21.4%,14.1%,1.52,2.1%,0.88,39.25,0.295,67.9%,0.349,100.0%,0.1488333333333333,13.310129054529812
2112,1551683560,T. Large,Tyler Large,Large,Tyler,LF,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,0.328,29.944,1.5,50,821,228,191,0.236,0.346,0.393,0.739,0.157,23.7%,13.6%,1.74,2.6%,0.78,31.83,0.291,69.4%,0.328,100.0%,0.13133333333333333,11.676357124705248
2113,1098524416,C. Parker,Cade Parker,Parker,Cade,SS,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,0.343,34.663833333333336,4.4,59,978,241,208,0.236,0.322,0.476,0.798,0.24,35.3%,10.4%,3.4,5.8%,0.76,14.86,0.313,65.2%,0.343,77.8%,0.14383333333333334,12.84418852894198
2114,1314632704,M. Cisco,Mason Cisco,Cisco,Mason,1B,Canisius College,CAN,730218752,Canisius,BBC,L,R,0.339,25.571,2.8,41,571,182,153,0.235,0.352,0.412,0.763,0.176,21.4%,12.1%,1.77,3.3%,0.46,25.50,0.275,69.7%,0.339,75.0%,0.1405,12.556923926324682
2114,1310598912,E. Griffis,Evan Griffis,Griffis,Evan,RF,Stetson University,STET,730261504,Stetson,BBC,R,R,0.342,23.452,2.9,47,663,164,136,0.235,0.362,0.404,0.766,0.169,19.5%,16.5%,1.19,2.4%,0.49,34.00,0.28,67.0%,0.342,100.0%,0.14300000000000002,12.786755070789974
2114,1167202048,D. Ayers,David Ayers,Ayers,David,CF,Butler University,BUT,730283520,Butler,BBC,L,R,0.335,24.552833333333332,2.2,49,709,179,153,0.235,0.333,0.431,0.765,0.196,33.5%,8.4%,4.0,3.4%,0.59,25.50,0.341,65.9%,0.335,100.0%,0.13716666666666666,12.247512667192751
2114,1094685440,D. Bishop,David Bishop,Bishop,David,1B,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,0.313,16.16133333333333,-0.7,44,493,136,119,0.235,0.311,0.403,0.714,0.168,22.8%,8.8%,2.58,2.9%,0.57,29.75,0.286,71.4%,0.313,80.0%,0.11883333333333332,10.503756505510202
2114,1131314432,T. Roper,Trevor Roper,Roper,Trevor,SS,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,0.276,19.624,-7.8,57,676,223,187,0.235,0.323,0.273,0.595,0.037,13.5%,8.1%,1.67,0.4%,0.42,187.00,0.269,70.0%,0.276,100.0%,0.088,7.52070454032951
2114,1099849216,B. Loving,Bryant Loving,Loving,Bryant,3B,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,0.293,16.244499999999995,-3.4,45,545,159,136,0.235,0.318,0.331,0.649,0.096,24.5%,8.2%,3.0,1.3%,0.4,68.00,0.313,62.5%,0.293,100.0%,0.10216666666666664,8.880097607988931
2114,1291311872,I. Cadena,Isaac Cadena,Cadena,Isaac,1B,Texas Christian University,TCU,5045,TCU,BBC,L,R,0.331,33.190666666666665,2.1,56,1002,248,204,0.235,0.351,0.392,0.743,0.157,19.8%,12.1%,1.63,3.2%,0.73,25.50,0.263,73.0%,0.331,80.0%,0.13383333333333333,11.865236581411533
2114,1174782976,J. Holman,Jack Holman,Holman,Jack,1B,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,L,R,0.368,34.41533333333333,8.0,46,810,209,170,0.235,0.373,0.471,0.844,0.235,14.4%,13.9%,1.03,4.3%,0.89,18.89,0.235,75.0%,0.368,83.3%,0.16466666666666666,14.846213584035395
2114,1854114097,M. Fleck,Maddux Fleck,Fleck,Maddux,SS,James Madison University,JMU,730340096,James Madison,BBC,S,R,0.302,18.53366666666666,-2.4,44,726,169,136,0.235,0.355,0.294,0.65,0.059,17.2%,15.4%,1.12,0.0%,0.45,-,0.291,68.2%,0.302,66.7%,0.10966666666666663,9.598344044667877
2123,1342169008,C. Vrabel,Carter Vrabel,Vrabel,Carter,1B,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,0.323,19.71083333333333,0.4,50,585,155,132,0.235,0.338,0.386,0.724,0.152,16.8%,11.6%,1.44,3.2%,0.52,26.40,0.255,72.5%,0.323,50.0%,0.12716666666666665,11.276526903992178
2124,1290066432,R. Masse,Rowan Masse,Masse,Rowan,3B,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,0.299,20.36166666666666,-3.2,50,663,190,162,0.235,0.347,0.29,0.637,0.056,10.5%,9.5%,1.11,0.5%,0.58,162.00,0.262,73.8%,0.299,80.0%,0.10716666666666663,9.334251861547356
2125,1325548544,C. Loyal,Cooper Loyal,Loyal,Cooper,SS,University at Albany,ALBY,730280448,Albany,BBC,R,R,0.303,24.641499999999994,-3.0,53,785,223,192,0.234,0.338,0.323,0.661,0.089,21.5%,10.8%,2.0,0.9%,0.66,96.00,0.303,66.9%,0.303,91.7%,0.11049999999999997,9.673170908042515
2126,1159260160,E. Weeks,Eric Weeks,Weeks,Eric,2B,Canisius College,CAN,730218752,Canisius,BBC,R,R,0.32,15.832666666666665,0.0,36,432,127,111,0.234,0.317,0.414,0.732,0.18,26.0%,8.7%,3.0,3.1%,0.5,27.75,0.293,69.3%,0.32,100.0%,0.12466666666666665,11.018462387863144
2126,1332973824,J. Hanson,Jason Hanson,Hanson,Jason,1B,UC Davis,UCD,730153984,UC Davis,BBC,R,R,0.331,19.00433333333333,1.2,40,539,142,111,0.234,0.38,0.333,0.714,0.099,10.6%,14.1%,0.75,2.1%,0.33,37.00,0.24,72.9%,0.331,100.0%,0.13383333333333333,11.863532810398354
2128,1233390336,A. Lane,Alex Lane,Lane,Alex,1B,Northeastern University,NE,343,Northeastern,BBC,R,R,0.302,25.44266666666666,-3.2,56,849,232,205,0.234,0.323,0.346,0.67,0.112,27.2%,9.1%,3.0,2.2%,0.39,41.00,0.314,64.2%,0.302,80.0%,0.10966666666666663,9.639152043035558
2129,1273283840,D. Fabian,Deric Fabian,Fabian,Deric,SS,Auburn University,AUB,5466,Auburn,BBC,R,R,0.314,28.241333333333326,-1.1,59,888,236,197,0.234,0.339,0.36,0.699,0.127,22.9%,11.9%,1.93,2.1%,0.66,39.40,0.291,68.1%,0.314,100.0%,0.11966666666666664,10.55236069294789
2129,1222899968,M. Ali,Marco Ali,Ali,Marco,2B,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,0.284,22.05733333333332,-6.7,53,868,233,197,0.234,0.319,0.305,0.623,0.071,13.7%,8.6%,1.6,0.9%,0.57,98.50,0.265,70.5%,0.284,0.0%,0.09466666666666662,8.142925907176448
2131,1336580864,C. Cohn,Cooper Cohn,Cohn,Cooper,3B,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,0.333,24.932000000000002,1.9,49,738,184,150,0.233,0.366,0.373,0.739,0.14,24.5%,15.8%,1.55,2.7%,0.63,30.00,0.297,66.3%,0.333,100.0%,0.1355,12.051071083515318
2131,1086301952,B. Arnette,Bryson Arnette,Arnette,Bryson,3B,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,0.304,27.27666666666666,-3.1,56,776,245,210,0.233,0.331,0.343,0.673,0.11,14.3%,10.2%,1.4,2.0%,0.61,42.00,0.254,72.3%,0.304,100.0%,0.11133333333333331,9.753156265414162
2131,1336286208,P. Ilitch,Patrick Ilitch,Ilitch,Patrick,LF,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,0.32,16.206666666666663,-0.0,35,451,130,120,0.233,0.287,0.467,0.753,0.233,32.3%,5.4%,6.0,4.6%,0.54,20.00,0.306,65.3%,0.32,-,0.12466666666666665,11.018462387863144
2131,1625310371,M. McGwire,Max McGwire,McGwire,Max,RF,Saint Louis University,SLU,2291,St. Louis,BBC,R,R,0.334,29.448,2.4,52,732,216,180,0.233,0.352,0.394,0.746,0.161,25.5%,11.1%,2.29,3.2%,0.67,25.71,0.292,70.0%,0.334,-,0.13633333333333333,12.129573498974255
2135,1297584896,J. Mayo,Jackson Mayo,Mayo,Jackson,LF,University of South Florida,USF,2292,South Florida,BBC,L,L,0.327,29.493000000000002,1.2,55,853,226,193,0.233,0.333,0.415,0.748,0.181,22.1%,11.9%,1.85,3.1%,0.71,27.57,0.275,71.7%,0.327,92.3%,0.1305,11.549435839190576
2135,1255284736,T. Kehoe,Tyler Kehoe,Kehoe,Tyler,RF,Radford University,RAD,730267392,Radford,BBC,L,L,0.283,20.54949999999999,-6.5,50,844,219,193,0.233,0.288,0.358,0.646,0.124,20.5%,5.9%,3.46,2.3%,0.56,38.60,0.27,71.6%,0.283,100.0%,0.0938333333333333,8.050425858182779
2137,1246276096,S. Lane,Sean Lane,Lane,Sean,1B,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,0.355,24.30566666666666,4.4,43,627,158,133,0.233,0.327,0.511,0.838,0.278,30.4%,11.4%,2.67,5.7%,0.47,14.78,0.278,70.9%,0.355,-,0.1538333333333333,13.803272514445425
2138,1935894621,J. Pererira,Jake Pererira,Pererira,Jake,CF,UNC Asheville,UNCA,1570,UNC Asheville,BBC,R,R,0.263,12.115166666666665,-7.2,45,508,157,146,0.233,0.26,0.349,0.609,0.116,18.5%,2.5%,7.25,0.6%,0.42,146.00,0.28,64.4%,0.263,90.0%,0.07716666666666666,6.432475126716648
2139,1307084288,A. Magpoc,Adam Magpoc,Magpoc,Adam,LF,Boston College,BC,227,Boston College,BBC,S,R,0.318,27.920999999999996,-0.3,55,916,227,185,0.232,0.353,0.351,0.704,0.119,23.8%,14.5%,1.64,1.3%,0.62,61.67,0.31,67.4%,0.318,75.8%,0.12299999999999998,10.886303797554774
2140,1626227274,B. Bradford,Blake Bradford,Bradford,Blake,3B,University of West Georgia,UOWG,730308864,West Georgia,BBC,S,R,0.314,19.026999999999997,-0.7,45,530,159,142,0.232,0.306,0.408,0.714,0.176,28.3%,4.4%,6.43,3.8%,0.47,23.67,0.297,69.2%,0.314,100.0%,0.11966666666666666,10.5782108155361
2141,1172798629,E. Rodriguez,Elijah Rodriguez,Rodriguez,Elijah,C,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,0.336,20.838,2.0,41,459,151,112,0.232,0.419,0.259,0.678,0.027,13.9%,12.6%,1.11,0.0%,0.76,-,0.286,65.9%,0.336,80.0%,0.138,12.342965699121423
2142,1293149440,S. Selinsky,Skye Selinsky,Selinsky,Skye,CF,Columbia University,CLMB,730319104,Columbia,BBC,R,R,0.335,20.712166666666665,1.9,34,640,151,125,0.232,0.364,0.384,0.748,0.152,17.9%,15.2%,1.17,2.0%,0.59,41.67,0.274,70.5%,0.335,100.0%,0.13716666666666666,12.276740533558508
2142,1545714589,P. Sundar,Pranav Sundar,Sundar,Pranav,3B,Coppin State University,COPP,730194176,Coppin State,BBC,R,R,0.299,15.431999999999995,-2.4,39,454,144,125,0.232,0.314,0.352,0.666,0.12,23.6%,6.9%,3.4,1.4%,0.49,62.50,0.303,66.3%,0.299,-,0.10716666666666663,9.351795721196478
2144,1329239808,B. Norton,Brennen Norton,Norton,Brennen,2B,University of Alabama,ALA,730206976,Alabama,BBC,R,R,0.329,20.750166666666665,1.1,44,552,157,138,0.232,0.318,0.435,0.753,0.203,19.7%,7.0%,2.82,4.5%,0.7,19.71,0.248,71.3%,0.329,100.0%,0.13216666666666665,11.719099330538302
2144,1556013354,D. Willis,Dawson Willis,Willis,Dawson,3B,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,0.305,26.807833333333328,-2.8,60,971,239,207,0.232,0.315,0.372,0.687,0.14,27.6%,8.4%,3.3,2.5%,0.53,34.50,0.307,67.9%,0.305,72.0%,0.11216666666666664,9.846914270708334
2146,1578374661,M. Brousseau,Mack Brousseau,Brousseau,Mack,C,McNeese State University,MCNS,730285056,McNeese State,BBC,R,R,0.332,28.010666666666665,2.0,46,779,208,177,0.232,0.327,0.441,0.768,0.209,27.9%,9.6%,2.9,3.4%,0.57,25.29,0.293,67.2%,0.332,-,0.13466666666666666,11.980000849401605
2147,1142128384,C. Tufano,Cristino Tufano,Tufano,Cristino,SS,George Washington University,GW,730249216,George Washington,BBC,R,R,0.283,21.58166666666666,-6.8,53,892,230,190,0.232,0.336,0.268,0.605,0.037,10.9%,12.6%,0.86,0.4%,0.58,190.00,0.256,72.0%,0.283,40.0%,0.09383333333333331,8.061940648732708
2147,1607304608,B. Boyd,Brandon Boyd,Boyd,Brandon,TWP,Delaware State University,DSU,730217984,Delaware State,BBC,U,U,0.31,13.145666666666665,-0.9,36,362,113,95,0.232,0.339,0.347,0.687,0.116,22.1%,11.5%,1.92,0.9%,0.5,95.00,0.3,65.7%,0.31,80.0%,0.11633333333333332,10.222002210871993
2149,1263449344,B. Lesher,Brett Lesher,Lesher,Brett,SS,University of Delaware,DEL,730203136,Delaware,BBC,R,R,0.295,24.089333333333325,-4.6,53,905,232,203,0.232,0.312,0.35,0.661,0.118,31.0%,8.6%,3.6,1.7%,0.62,50.75,0.331,64.6%,0.295,88.9%,0.1038333333333333,9.035703767173487
2150,1118859776,M. Spear,Matt Spear,Spear,Matt,C,University of Michigan,MICH,2290,Michigan,BBC,L,R,0.334,19.904666666666667,1.7,47,619,146,121,0.231,0.359,0.38,0.739,0.149,22.6%,13.0%,1.74,3.4%,0.53,24.20,0.277,71.1%,0.334,100.0%,0.13633333333333333,12.18284594950698
2151,1255842560,A. Birge,Alex Birge,Birge,Alex,C,University of California,CAL,730152448,California,BBC,L,R,0.422,37.32066666666666,14.5,44,788,178,134,0.231,0.415,0.582,0.997,0.351,28.7%,22.5%,1.27,6.7%,0.86,11.17,0.268,70.4%,0.422,-,0.20966666666666664,19.164529803593478
2151,1237919488,S. Larranaga,Simon Larranaga,Larranaga,Simon,RF,McNeese State University,MCNS,730285056,McNeese State,BBC,R,R,0.346,22.388999999999992,3.2,40,593,153,134,0.231,0.327,0.47,0.797,0.239,39.9%,11.1%,3.59,6.5%,0.55,13.40,0.333,65.1%,0.346,-,0.1463333333333333,13.109965655837003
2151,1137358080,J. Maroney,Jake Maroney,Maroney,Jake,C,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,0.25,10.148999999999997,-8.6,46,523,153,134,0.231,0.291,0.254,0.544,0.022,23.5%,7.2%,3.27,0.0%,0.39,-,0.31,68.0%,0.25,50.0%,0.06633333333333331,5.397547355183406
2151,1873174999,M. Torres,Michael Torres,Torres,Michael,CF,University of Miami,MIA,236,Miami,BBC,L,L,0.295,17.236333333333327,-3.3,51,626,166,134,0.231,0.35,0.276,0.626,0.045,19.3%,13.9%,1.39,0.6%,0.55,134.00,0.294,67.6%,0.295,100.0%,0.10383333333333329,9.030510580634228
2155,1085384704,D. Patrizi,Dom Patrizi,Patrizi,Dom,SS,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,0.339,28.943,3.2,49,819,206,160,0.231,0.395,0.331,0.726,0.1,19.4%,17.5%,1.11,0.5%,0.9,160.00,0.3,66.7%,0.339,87.5%,0.1405,12.571860446115574
2156,1292501504,T. Waugh,Tyler Waugh,Waugh,Tyler,LF,UAB,UAB,730345984,UAB,BBC,L,R,0.356,24.591999999999995,4.6,42,687,159,117,0.231,0.427,0.316,0.743,0.085,13.8%,18.2%,0.76,1.3%,0.6,58.50,0.269,73.1%,0.356,50.0%,0.15466666666666665,13.911544148869432
2156,1304736768,A. Cheeseman,Alex Cheeseman,Cheeseman,Alex,2B,UAB,UAB,730345984,UAB,BBC,R,R,0.287,12.340166666666661,-3.3,38,475,127,104,0.231,0.347,0.26,0.606,0.029,22.0%,15.0%,1.47,0.0%,0.53,-,0.312,66.2%,0.287,86.7%,0.09716666666666662,8.420037191012751
2156,1251292160,R. Hart,River Hart,Hart,River,LF,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,0.369,28.134999999999998,6.6,43,687,170,143,0.231,0.353,0.497,0.849,0.266,33.5%,10.0%,3.35,5.9%,0.74,14.30,0.303,68.4%,0.369,100.0%,0.16549999999999998,14.900815329039613
2156,1310832896,M. Zeppieri,Mateo Zeppieri,Zeppieri,Mateo,LF,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,L,R,0.369,30.451999999999998,7.1,48,653,184,156,0.231,0.335,0.532,0.867,0.301,22.3%,12.5%,1.78,6.5%,0.6,13.00,0.231,71.2%,0.369,86.7%,0.16549999999999998,14.877158040037058
2160,1162600448,G. Kash,Gavin Kash,Kash,Gavin,1B,Texas A&M University,TXAM,3032,Texas A&M,BBC,L,R,0.317,18.691499999999998,-0.4,41,607,153,126,0.23,0.333,0.389,0.722,0.159,22.9%,13.7%,1.67,2.0%,0.49,42.00,0.28,72.0%,0.317,50.0%,0.12216666666666665,10.757024479366413
2160,1158049024,D. Westcott,Drake Westcott,Westcott,Drake,1B,University of Illinois,ILL,730163456,Illinois,BBC,L,R,0.357,23.480499999999996,4.4,39,619,151,126,0.23,0.344,0.484,0.828,0.254,25.8%,15.2%,1.7,6.0%,0.56,14.00,0.25,73.8%,0.357,-,0.15549999999999997,13.932369672631356
2160,1087411968,C. Sutherland,Curry Sutherland,Sutherland,Curry,TWP,Missouri State University,MOSU,5382,Missouri State,BBC,R,R,0.385,28.255666666666663,8.2,48,605,158,126,0.23,0.386,0.492,0.878,0.262,29.7%,13.3%,2.24,5.7%,0.73,14.00,0.286,67.1%,0.385,100.0%,0.17883333333333332,16.20833580558466
2160,1310313729,J. Asencio,Jayden Asencio,Asencio,Jayden,C,Coppin State University,COPP,730194176,Coppin State,BBC,L,R,0.297,16.141499999999994,-2.8,42,537,153,126,0.23,0.346,0.294,0.64,0.063,17.6%,15.0%,1.17,0.7%,0.29,126.00,0.277,71.3%,0.297,50.0%,0.10549999999999995,9.18839702838602
2164,1304696832,T. Nunnally,Tait Nunnally,Nunnally,Tait,RF,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,L,L,0.32,28.049999999999997,-0.0,55,857,225,187,0.23,0.348,0.364,0.712,0.134,17.3%,12.9%,1.34,2.2%,0.51,37.40,0.262,73.1%,0.32,100.0%,0.12466666666666665,11.018462387863144
2164,1486962578,S. Meth,Sean Meth,Meth,Sean,1B,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,0.31,25.709666666666664,-1.7,49,848,221,187,0.23,0.335,0.353,0.688,0.123,19.0%,9.0%,2.1,1.8%,0.71,46.75,0.271,70.8%,0.31,50.0%,0.11633333333333332,10.249231618632376
2166,1192564993,C. Hynek,Colin Hynek,Hynek,Colin,C,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,0.415,46.27016666666666,17.3,52,845,227,174,0.23,0.396,0.586,0.982,0.356,22.5%,15.9%,1.42,7.9%,0.77,9.67,0.206,78.5%,0.415,66.7%,0.2038333333333333,18.639607762312483
2167,1165448448,S. Werchan,Seth Werchan,Werchan,Seth,CF,Virginia Commonwealth University,VCU,730179328,VCU,BBC,L,L,0.329,27.358499999999996,1.5,49,775,207,161,0.23,0.38,0.317,0.697,0.087,23.2%,10.6%,2.18,1.4%,0.65,53.67,0.309,67.3%,0.329,81.0%,0.13216666666666665,11.743100069022566
2168,1310805248,C. Chavez,Connor Chavez,Chavez,Connor,2B,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,0.318,20.417999999999996,-0.3,36,644,166,135,0.23,0.367,0.311,0.679,0.081,19.3%,12.0%,1.6,0.6%,0.78,135.00,0.291,67.0%,0.318,75.0%,0.12299999999999997,10.837739496296878
2168,1196782080,C. Mercado,Cohl Mercado,Mercado,Cohl,RF,Penn State University,PSU,5326,Penn State,BBC,L,L,0.303,18.121999999999996,-2.2,45,643,164,135,0.23,0.362,0.274,0.636,0.044,11.6%,12.8%,0.9,0.0%,0.69,-,0.267,69.8%,0.303,100.0%,0.11049999999999997,9.676998973228997
2170,1202698496,B. Lohry,Bradke Lohry,Lohry,Bradke,SS,University of South Florida,USF,2292,South Florida,BBC,R,R,0.318,29.273999999999997,-0.4,55,957,238,196,0.23,0.363,0.321,0.684,0.092,19.7%,15.1%,1.31,1.3%,0.75,65.33,0.288,67.8%,0.318,80.0%,0.12299999999999998,10.850395160972388
